id,Name, titleProject_id,class,score,login,password
319,Глоточкина Оксана Аркадьевна,370,9и,5,Глоточкина_ОА,4*%6wHD7
320,Шапина Маргарита Романовна,163,8б,5,Шапина_МР,"5""1juY2D"
321,Дурылин Георгий Валериевич,261,11т,4,Дурылин_ГВ,s-05P7'&
322,Болкисева Анна Викторовна,248,7х,4,Болкисева_АВ,uSW76p4$
323,Багапов Вячеслав Сергеевич,99,7д,4,Багапов_ВС,3QCpKmq8
324,Люцарева Яна Аркадьевна,376,11б,2,Люцарева_ЯА,X6aa4Kd4
325,Боготынина София Егоровна,63,11б,5,Боготынина_СЕ,+f0xA*h0
326,Саюшкин Игорь Алексиевич,211,11х,5,Саюшкин_ИА,0hw.8NJC
327,Потешных Тамара Николаевна,468,11в,3,Потешных_ТН,"9)RF0""&l"
328,Незлина Жанна Василевна,426,8б,5,Незлина_ЖВ,48TF2yJu
329,Федичева Вероника Кирилловна,37,7х,4,Федичева_ВК,HKm1'o(4
330,Пустынкин Вадим Антонович,388,10в,5,Пустынкин_ВА,9s$$7L*P
331,Аринакова Ирина Михайловна,150,8в,5,Аринакова_ИМ,"$MiWa,57"
332,Обиралкова Мария Егоровна,294,11т,5,Обиралкова_МЕ,Y17%9pc%
333,Аристарова Валентина Максимовна,443,11г,2,Аристарова_ВМ,"d""cI22l2"
334,Яуров Герасим Юрьевич,38,9а,5,Яуров_ГЮ,3qU14E(G
335,Духонькин Вячеслав Фёдорович,2,9в,4,Духонькин_ВФ,4O2g#H+'
336,Гвасков Евгений Михаилович,402,9в,5,Гвасков_ЕМ,zF!!13a)
337,Жабынина Галина Николаевна,185,7х,5,Жабынина_ГН,",51Q,Ql)"
338,Шерюкова Виолетта Романовна,440,9б,4,Шерюкова_ВР,Kd4bU/x9
339,Колокатов Пётр Евгеньевич,484,10в,3,Колокатов_ПЕ,"1HjcF""Y-"
340,Шайдуков Андрей Михаилович,317,9и,4,Шайдуков_АМ,JRh6nBb0
341,Смирнягина Дарья Игоревна,425,10в,4,Смирнягина_ДИ,2hx8k'R(
342,Штырева Ева Олеговна,258,11и,2,Штырева_ЕО,"-9""3l8(I"
343,Ашукин Вячеслав Михаилович,191,10т,4,Ашукин_ВМ,"X&3v*""9Z"
344,Рубченкова Галина Алексеевна,190,9в,3,Рубченкова_ГА,"&2""lWi'1"
345,Зархин Иван Алексиевич,478,11и,5,Зархин_ИА,"W)!*""0iE"
346,Адиотов Дмитрий Павлович,156,7б,3,Адиотов_ДП,a2jk1UJL
347,Тищенкова Раиса Валерьевна,79,7д,3,Тищенкова_РВ,-T.(C2l%
348,Лозеев Илья Петрович,205,10д,2,Лозеев_ИП,FN88!4qB
349,Кобяшов Герасим Михаилович,305,11т,2,Кобяшов_ГМ,GnaRX6k'
350,Ронова Клавдия Валерьевна,107,7и,4,Ронова_КВ,yZZ3M&+(
351,Стрижнов Алексей Евгеньевич,385,11г,3,Стрижнов_АЕ,+UVn9/F)
352,Волынский Алексей Виталиевич,362,11т,5,Волынский_АВ,"F36DAp""$"
353,Машонский Василий Данилович,23,9д,5,Машонский_ВД,"3+Dj""#-q"
354,Буриева Зинаида Аркадьевна,104,11д,4,Буриева_ЗА,"+54VKk5,"
355,Борщина Алёна Ивановна,377,11а,5,Борщина_АИ,!&b0)06N
356,Белчков Олег Иванович,275,10а,4,Белчков_ОИ,"""#zGi0H8"
357,Остропиков Альберт Данилович,157,8г,2,Остропиков_АД,dWS114ruB
358,Оргонова Любовь Максимовна,264,7б,4,Оргонова_ЛМ,.ACE1s6/
359,Мальков Юрий Евгеньевич,228,7г,3,Мальков_ЮЕ,W2)Re-*0
360,Свльхова Наталья Вадимовна,160,9т,5,Свльхова_НВ,!YMd7%T!
361,Мякушков Герасим Леонидович,102,10т,3,Мякушков_ГЛ,"Dt!""1.BN"
362,Межуев Георгий Юриевич,355,8г,4,Межуев_ГЮ,diFOFg71
363,Чериншев Александр Сергеевич,439,8а,2,Чериншев_АС,c*W0yt'5
364,Муниров Алексей Андреевич,117,11г,3,Муниров_АА,fz8'Z)p(
365,Климухин Руслан Романович,269,10в,3,Климухин_РР,jVO1nfK)
366,Дембская Екатерина Никитична,64,11б,4,Дембская_ЕН,%.I7c!*C
367,Тюнеев Яков Фёдорович,417,10т,2,Тюнеев_ЯФ,+08P$Vt+
368,Трушитин Антон Данилович,168,9х,3,Трушитин_АД,"(""(qP+1&"
369,Балакишиев Роман Алексиевич,143,11х,5,Балакишиев_РА,3Wl%U.-)
370,Немтюрева Валерия Аркадьевна,12,10г,4,Немтюрева_ВА,9.p5lQ2#
371,Складанова Клавдия Аркадьевна,257,9а,3,Складанова_КА,K))t0q7r
372,Заходина Полина Леонидовна,93,10д,4,Заходина_ПЛ,-47l!Han
373,Муринов Анатолий Борисович,171,11б,5,Муринов_АБ,p43(B'u6
374,Гришалова Любовь Евгеньевна,301,8т,3,Гришалова_ЛЕ,"""7PJ,c#b"
375,Ситчихин Станислав Георгиевич,247,8т,5,Ситчихин_СГ,03CK)*7w
376,Просяных Георгий Василиевич,366,9в,2,Просяных_ГВ,qhK&!9-/
377,Дзабиев Григорий Георгиевич,259,11д,5,Дзабиев_ГГ,*+(Y5Eli
378,Рыбаулин Григорий Алексеевич,140,11а,5,Рыбаулин_ГА,)NOp+I75
379,Тупиева Екатерина Ивановна,400,7д,2,Тупиева_ЕИ,736kUPsPf
380,Куверчева Алена Ивановна,170,10д,3,Куверчева_АИ,ffjX8*!5
381,Цаблинова Виктория Богдановна,342,9г,4,Цаблинова_ВБ,O5Mc6nw9
382,Синенков Григорий Леонидович,230,9в,5,Синенков_ГЛ,"/U6&R,,p"
383,Лизункин Артур Олегович,4,11в,5,Лизункин_АО,dOnKU3g3
384,Славущева Александра Эдуардовна,81,8а,5,Славущева_АЭ,S4Np5q6I
385,Шахвердов Дмитрий Антонович,132,11б,2,Шахвердов_ДА,uU3d3s3QQ
386,Рапацкая Ольга Ивановна,223,10г,3,Рапацкая_ОИ,"5n7n'W3"""
387,Сторокожев Виталий Аркадиевич,159,9б,2,Сторокожев_ВА,"'9,&M.w"""
388,Половодов Кирилл Николаевич,18,8т,5,Половодов_КН,"7cJE,Ezf"
389,Халтанова Алена Дмитриевна,49,8б,3,Халтанова_АД,"#h,76oV-"
390,Заложнев Роман Фёдорович,448,8в,4,Заложнев_РФ,"-o,!L7h)"
391,Рыжих Кристина Аркадьевна,213,7а,4,Рыжих_КА,"u""N$70NX"
392,Буров Руслан Игоревич,405,11и,5,Буров_РИ,"9&0V6i""!"
393,Гачков Виталий Евгеньевич,277,9т,4,Гачков_ВЕ,cf5%#0C8
394,Кадилов Геннадий Борисович,225,10в,3,Кадилов_ГБ,+oS33$bd
395,Гликина Алёна Эдуардовна,454,9б,3,Гликина_АЭ,EP&yY.72
396,Ичкинина Любовь Андреевна,299,8г,5,Ичкинина_ЛА,7s5+NW-4
397,Мозшорина Кира Дмитриевна,65,8б,3,Мозшорина_КД,r)6ne3YC
398,Брижеватов Константин Борисович,152,11т,2,Брижеватов_КБ,-Op$g22X
399,Бучеров Тарас Викторович,429,10д,4,Бучеров_ТВ,J&y.L3ew
400,Мисютина Валерия Эдуардовна,368,9г,2,Мисютина_ВЭ,20LBrjYb
401,Льянов Федор Вадимович,328,8а,4,Льянов_ФВ,"7pf.YW)"""
402,Щуркин Георгий Яковлевич,180,8в,4,Щуркин_ГЯ,"k""&R9k.V"
403,Акулин Федор Адамович,241,10г,4,Акулин_ФА,E2+L5Yy'
404,Волженкова Екатерина Ивановна,233,9д,4,Волженкова_ЕИ,saYB2(%*
405,Махометова София Викторовна,424,8и,3,Махометова_СВ,zu6uYF'P
406,Зызлов Геннадий Антонович,274,7в,3,Зызлов_ГА,LAr.!21Z
407,Девляшова Кира Олеговна,51,11д,5,Девляшова_КО,5h1*PVi6
408,Яковкина Алена Никитична,320,9т,5,Яковкина_АН,Gsl9$7+t
409,Бузулев Вадим Николаевич,331,10д,3,Бузулев_ВН,"6""/t*Y$+"
410,Ганельский Юрий Юриевич,474,9д,3,Ганельский_ЮЮ,4xHz3Pj4
411,Шкапрова Ева Ивановна,371,7б,5,Шкапрова_ЕИ,ZUE4b.%%
412,Чичирин Владимир Георгиевич,11,10а,4,Чичирин_ВГ,#k6MSaV7
413,Шилова Надежда Викторовна,124,9б,2,Шилова_НВ,%1IH$82w
414,Коваев Руслан Михаилович,487,9т,3,Коваев_РМ,%2rm8P.z
415,Саверина Надежда Андреевна,407,11б,4,Саверина_НА,)-+U).7e
416,Тишанкин Олег Адамович,334,9д,3,Тишанкин_ОА,m1eMY!R!
417,Широпаев Валерий Сергеевич,406,9б,2,Широпаев_ВС,H8n)!61t
418,Щепанин Олег Адамович,226,7а,3,Щепанин_ОА,$Ko)+i8U
419,Оплетин Владислав Аркадиевич,361,10х,4,Оплетин_ВА,-F+6*1y.
420,Оденова Карина Андреевна,409,8и,4,Оденова_КА,B0'zwRR4
421,Семагин Альберт Андреевич,456,10х,4,Семагин_АА,ZA0/1i6(
422,Черданцева Анастасия Олеговна,128,8х,3,Черданцева_АО,u08*Ep$i
423,Лонцова Елизавета Эдуардовна,224,7х,3,Лонцова_ЕЭ,8rPb(gA9
424,Сарсекеева Алёна Никитична,462,11и,4,Сарсекеева_АН,wIWcR0(e
425,Аковецкий Антон Евгеньевич,500,8б,4,Аковецкий_АЕ,L-R9(69p
426,Аратский Станислав Борисович,351,9и,2,Аратский_СБ,z81L1%Kd
427,Чужриков Пётр Денисович,200,9в,3,Чужриков_ПД,LU6pL73)
428,Никитшин Алексей Кириллович,111,11и,3,Никитшин_АК,Zh*sr4-1
429,Симендяев Василий Алексиевич,45,8д,4,Симендяев_ВА,H(77wF1R
430,Ошитков Максим Сергеевич,151,10г,4,Ошитков_МС,Hyo52j4G
431,Юрасов Евгений Романович,338,9и,3,Юрасов_ЕР,Yn6O$&D0
432,Головяшин Павел Юриевич,179,7г,5,Головяшин_ПЮ,Er/+2-qM
433,Манжурина Екатерина Сергеевна,219,7т,3,Манжурина_ЕС,"Rz75-f-,"
434,Никурашин Олег Евгеньевич,291,11х,2,Никурашин_ОЕ,+7&%g.'A
435,Бехтерев Федор Вадимович,137,9х,3,Бехтерев_ФВ,qY2wt5K4
436,Годлевская Катерина Дмитриевна,403,11г,3,Годлевская_КД,2K)4tWRf
437,Акиярова Алина Эдуардовна,9,11а,4,Акиярова_АЭ,Eqc3+55q
438,Милина Алена Петровна,359,8г,3,Милина_АП,"q,lx*2FQ"
439,Воловин Борис Викторович,350,7т,2,Воловин_БВ,Rt$6wV5V
440,Туморина Ксения Федоровна,133,8б,5,Туморина_КФ,K!*5'i4P
441,Желейков Вячеслав Яковлевич,199,8г,3,Желейков_ВЯ,Sb#)9zOz
442,Шишорнина Екатерина Алексеевна,183,8т,3,Шишорнина_ЕА,n4Eh#.4y
443,Юумогулова Виолетта Игоревна,311,10х,3,Юумогулова_ВИ,%a8#'#U.
444,Рецков Денис Денисович,85,10д,2,Рецков_ДД,k3fR8MD7j
445,Химунина Елизавета Ивановна,392,7д,2,Химунина_ЕИ,Yz#7V1'4
446,Кобрянов Александр Алексиевич,455,7т,2,Кобрянов_АА,"'E7""g&c+"
447,Бирылов Тарас Данилович,243,11а,3,Бирылов_ТД,P8Ov5C*3
448,Туфатулин Ярослав Леонидович,485,8х,4,Туфатулин_ЯЛ,$50&!iI3
449,Долбишев Николай Аркадиевич,292,10б,5,Долбишев_НА,DEp0#2R+
450,Махтумова Алёна Эдуардовна,186,10б,4,Махтумова_АЭ,#J.$dL5i
451,Нарзаркин Алексей Романович,423,10т,2,Нарзаркин_АР,43C)u%8X
452,Куранина Алена Леонидовна,196,9б,4,Куранина_АЛ,(7D-K/Ji
453,Ситюков Аркадий Евгеньевич,32,10в,3,Ситюков_АЕ,9Ha-S/8#
454,Мизюрова Алиса Никитична,176,7г,4,Мизюрова_АН,"a1H5y""%-"
455,Пандурова Алиса Дмитриевна,130,9б,2,Пандурова_АД,VlE0sJ+u
456,Жилейкин Борис Тимофеевич,91,7в,2,Жилейкин_БТ,02*WhnyV
457,Корпункова Виолетта Сергеевна,83,11а,3,Корпункова_ВС,z$MOq3+v
458,Пашохонова Анастасия Федоровна,467,9в,4,Пашохонова_АФ,(a(8*#kC
459,Сузальцева Тамара Михайловна,357,8х,4,Сузальцева_ТМ,6(2Oc%A*
460,Чиличкина Светлана Яковлевна,5,8в,5,Чиличкина_СЯ,N6dH7l2d
461,Шантыкова Карина Максимовна,198,10д,3,Шантыкова_КМ,1mAD9Bjs
462,Недосекин Владислав Яковлевич,457,10а,4,Недосекин_ВЯ,"#7K""#$gA"
463,Максимкин Федор Фёдорович,172,10г,2,Максимкин_ФФ,"O2""b93z'"
464,Матбиюшина Виктория Игоревна,237,8д,2,Матбиюшина_ВИ,'-nv)1gW
465,Шишкунов Герасим Юрьевич,110,8т,4,Шишкунов_ГЮ,S-42tcQ1
466,Сухинин Георгий Алексиевич,475,10х,4,Сухинин_ГА,q8RK2Vdu
467,Бисеева Полина Романовна,48,7д,5,Бисеева_ПР,5.h.D7.o
468,Жукулов Михаил Денисович,60,11г,3,Жукулов_МД,2*H95O#v
469,Тоняев Герасим Петрович,378,9т,5,Тоняев_ГП,zKZ7+K5m
470,Шушенкова Алёна Олеговна,36,7и,2,Шушенкова_АО,J4B-a1+5
471,Разроев Дмитрий Павлович,59,9а,2,Разроев_ДП,"u9E)""!!("
472,Баззаев Анатолий Данилович,339,9д,2,Баззаев_АД,"oCF17""Xs"
473,Цекова Алла Олеговна,50,8д,2,Цекова_АО,5dvBk.DT
474,Аборонова Алиса Алексеевна,444,7г,5,Аборонова_АА,"/E/OmB""2"
475,Ягловская Ева Олеговна,181,8в,4,Ягловская_ЕО,)D!yG0b/
476,Шароварова Яна Романовна,175,8а,4,Шароварова_ЯР,/7A+5%3z
477,Общев Яков Викторович,466,8а,4,Общев_ЯВ,!k0/'-W!
478,Ойзерская Катерина Эдуардовна,120,7х,2,Ойзерская_КЭ,Y5*7ma0c
479,Прусский Ярослав Иванович,479,11б,2,Прусский_ЯИ,",3Ght,!,"
480,Лабинов Павел Алексеевич,272,7б,5,Лабинов_ПА,h$5pIT.E
481,Покровов Эдуард Павлович,312,8б,2,Покровов_ЭП,3m!%9uiW
482,Мачехин Эдуард Данилович,19,7д,3,Мачехин_ЭД,ATaeg(R1
483,Кодорская Раиса Ивановна,27,11б,3,Кодорская_РИ,",'U6j4AU"
484,Кондраева Марина Ивановна,469,9д,3,Кондраева_МИ,Us-1p4+H
485,Бульенков Валентин Иванович,136,10т,4,Бульенков_ВИ,33d9n'R)
486,Тагакова Вероника Яковлевна,393,8т,4,Тагакова_ВЯ,6c.+*E/2
487,Гершанова Любовь Евгеньевна,383,11т,5,Гершанова_ЛЕ,+a)DzUl5
488,Салина Алена Егоровна,73,11в,5,Салина_АЕ,2fu%AJh!
489,Фрумова Зинаида Аркадьевна,78,8а,4,Фрумова_ЗА,"'""#4E5w#"
490,Хорняков Борис Борисович,13,8г,2,Хорняков_ББ,Z/1v/f)M
491,Гдагазина Лиза Василевна,212,9т,5,Гдагазина_ЛВ,(4*+KjZ#
492,Агаршев Ярослав Михаилович,276,9т,2,Агаршев_ЯМ,(9n#P)#/
493,Корюшин Пётр Антонович,326,8х,2,Корюшин_ПА,9/$nrn3Y
494,Калаев Пётр Алексиевич,68,8а,3,Калаев_ПА,"""""W&i,/0"
495,Ккаталкина Виолетта Егоровна,53,7б,2,Ккаталкина_ВЕ,1Lr1oZ1J
496,Рачнов Герасим Алексеевич,103,10а,5,Рачнов_ГА,vE78toIO3
497,Миндубаева Людмила Леонидовна,477,11и,2,Миндубаева_ЛЛ,J2d&WnJ6
498,Агафьева Вера Ивановна,352,11х,3,Агафьева_ВИ,6ODz*y2S
499,Житин Эдуард Адамович,481,9а,5,Житин_ЭА,"""3SoR-52"
